Ma ck,gia,eps,pe,gt so sach,klgd10,kl niem yet,kl luu hanh,von hoa
OCH,10.4,1.22,8.51,8.02,310.0,200000000.0,200000000.0,2080.0
OGC,7.29,0.41,17.89,1.53,651401.0,300000000.0,299999999.0,2175.0
ONE,4.2,0.61,7.19,11.92,16085.0,7960310.0,7939810.0,34.94
OPC,57.5,3.73,15.26,24.22,3151.0,26577280.0,26577280.0,1514.9
ORS,11.9,1.89,6.44,3.72,389214.0,100000000.0,100000000.0,1220.0
PAC,27.6,3.44,8.15,15.75,31848.0,46471707.0,46471707.0,1301.21
PAI,9.5,0.53,17.76,10.84,,4235290.0,4235290.0,40.24
PAN,23.2,0.8,31.02,16.47,1824477.0,216358580.0,222358750.0,5514.5
PAS,15.1,0.45,32.78,12.81,599476.0,25500000.0,25500000.0,379.95
PBC,14.5,0.24,61.52,10.79,3585.0,90000000.0,90000000.0,1305.0
PBK,10.9,0.21,52.56,8.93,,8642300.0,8642300.0,94.2
PBP,7.5,1.24,6.05,11.98,452.0,4799516.0,4799516.0,36.0
PBT,7.4,0.8,9.25,10.81,,17522284.0,17522284.0,129.66
PC1,22.5,2.68,8.36,24.38,449157.0,159323929.0,191187727.0,4282.61
PCC,16.1,3.45,4.59,21.52,4886.0,11500000.0,11500000.0,181.7
PCE,9.0,1.41,6.52,16.02,2730.0,10000000.0,10000000.0,92.0
PCF,5.1,0.05,112.09,7.61,,3000000.0,3000000.0,15.3
PCM,10.3,0.26,39.02,15.94,3800.0,4000000.0,4000000.0,41.2
PCT,5.2,0.71,8.01,12.6,2181.0,23000000.0,23000000.0,131.1
PDB,7.6,1.36,5.57,15.11,1335.0,8909981.0,8909981.0,67.72
PDN,79.8,8.02,9.95,32.71,1253.0,18521954.0,18521954.0,1478.05
PDR,44.4,3.2,13.9,12.43,2998056.0,396169897.0,396169897.0,17629.56
PDV,5.7,0.21,29.79,13.86,321.0,23500000.0,23500000.0,150.4
PEC,7.0,0.34,20.41,20.76,,3115409.0,3115409.0,21.81
PEN,4.3,0.27,15.83,16.65,,5000000.0,5000000.0,21.5
PEQ,34.0,4.17,9.38,17.91,10.0,4965514.0,4965514.0,194.15
PET,16.6,1.62,10.28,18.02,2890521.0,86600124.0,85160834.0,1413.67
PFV,35.0,inf,,16.04,,60000000.0,60000000.0,2100.0
PGC,21.6,2.02,10.61,13.4,27477.0,60342638.0,60339285.0,1294.28
PGD,29.5,2.08,13.96,14.07,4127.0,89999025.0,89998070.0,2609.94
PGI,20.8,1.83,10.58,9.02,10501.0,88717773.0,88717773.0,1721.12
PGN,12.8,2.62,4.84,12.35,99820.0,3300000.0,3300000.0,41.91
PGS,19.4,0.58,32.74,19.09,120387.0,50000000.0,49998794.0,949.98
PGV,15.6,1.58,9.91,12.36,31572.0,1069969577.0,1069969577.0,16798.52
PHC,10.25,0.8,12.96,14.98,275675.0,25734340.0,25748260.0,267.78
PHH,9.5,1.62,5.87,12.15,1080.0,20000000.0,18100000.0,171.95
PHN,27.5,4.39,6.27,15.95,811.0,7253911.0,7253911.0,199.48
PHP,15.8,1.37,11.71,11.86,56412.0,326960000.0,326960000.0,5231.36
PHR,63.9,4.18,15.3,23.27,1068574.0,135499189.0,135499198.0,8658.4
PHS,9.7,0.59,16.43,10.83,200.0,90000000.0,89999510.0,873.0
PIA,28.6,3.96,6.95,13.91,1387.0,3900000.0,3900000.0,107.25
PIC,9.1,0.26,34.47,9.91,736.0,33339891.0,33339891.0,300.06
PIS,21.0,1.22,17.23,12.01,,27500000.0,27500000.0,577.5
PIT,4.7,0.13,38.25,8.44,4165.0,15199345.0,14210225.0,71.34
PJC,24.2,2.58,9.1,16.22,83.0,7326928.0,7326861.0,172.18
PJS,10.5,0.83,12.63,14.05,4610.0,9000000.0,9000000.0,94.5
PJT,10.55,2.11,5.03,14.4,3659.0,15360478.0,15360478.0,162.82
PKR,2.5,2.28,1.1,12.73,,2000000.0,2000000.0,5.0
PLA,3.2,0.16,19.49,9.76,,10000000.0,10000000.0,32.0
PLC,25.7,1.69,15.4,16.26,585150.0,80798839.0,80797566.0,2100.74
PLO,3.0,0.13,23.72,-1.53,,7192550.0,7192550.0,21.58
PLP,7.97,1.5,5.69,11.0,873037.0,40000000.0,39999847.0,340.8
PLX,53.9,0.86,62.69,17.04,953532.0,1293878081.0,1198813235.0,64376.27
PMB,9.6,0.68,14.02,11.62,100.0,12000000.0,12000000.0,115.2
PMC,56.9,8.06,7.01,38.45,1030.0,9332573.0,9332573.0,527.29
PME,76.5,4.2,18.12,25.95,24516.0,75011625.0,75011625.0,5708.38
PMG,13.15,0.37,35.48,9.58,2543.0,42162031.0,46336279.0,613.96
PMJ,18.4,2.66,7.21,26.22,220.0,1800000.0,1800000.0,34.56
PMP,10.0,1.49,6.7,14.87,250.0,4200000.0,4200000.0,42.0
PMS,15.5,2.74,5.66,21.29,612.0,7227662.0,7201772.0,111.63
PMT,4.2,0.31,15.72,16.35,100.0,5000000.0,4940000.0,23.71
PMW,27.3,2.74,9.98,15.59,10.0,40000000.0,30000000.0,819.0
PND,11.6,0.02,538.39,11.41,5860.0,6666666.0,6666666.0,88.67
PNG,14.5,1.24,11.03,4.48,190.0,9000000.0,13200000.0,180.84
PNJ,77.1,4.55,17.07,21.78,782713.0,225293585.0,225124026.0,17469.62
PNP,13.4,2.75,5.13,12.36,210.0,16100000.0,16100000.0,227.01
PNT,6.0,1.23,4.9,15.34,20.0,9282802.0,9282802.0,55.7
POB,17.4,inf,,10.35,446.0,10900000.0,10900000.0,189.66
POS,14.7,2.13,7.62,19.54,102050.0,40000000.0,40000000.0,648.0
POT,17.1,0.77,22.3,16.22,370.0,19430006.0,19430006.0,332.25
POW,11.65,0.67,17.45,12.02,13933368.0,2341871600.0,2341871600.0,27399.9
PPC,24.2,3.11,7.79,19.0,374084.0,326235000.0,320613054.0,7758.84
PPH,17.7,3.56,4.95,21.18,18311.0,74670891.0,74670891.0,1314.21
PPP,12.6,1.31,9.92,12.0,1314.0,8799991.0,8799991.0,114.4
PPS,7.5,0.94,8.11,11.98,8029.0,15000000.0,15000000.0,114.0
PPY,19.0,1.41,12.14,15.14,10.0,8240000.0,8240000.0,140.9
PQN,4.0,0.57,6.97,2.61,,30000000.0,30000000.0,120.0
PRC,8.6,0.34,25.06,23.21,0.0,1200000.0,1200000.0,10.32
PRT,12.0,2.01,5.81,24.36,3010.0,300000000.0,135000000.0,1579.5
PSB,11.8,0.05,197.43,11.34,28227.0,50000000.0,48750000.0,492.38
PSC,13.1,1.63,7.96,16.76,2165.0,7200000.0,7200000.0,93.6
PSD,15.7,1.88,8.39,12.26,64719.0,34935390.0,30619923.0,483.79
PSE,7.8,0.8,9.78,12.91,470.0,12500000.0,12500000.0,97.5
PSG,0.4,0.01,29.77,-11.84,14602.0,35000000.0,35000000.0,14.0
PSH,17.2,inf,,11.7,154895.0,126196780.0,126196780.0,2170.58
PSI,4.0,0.09,45.0,10.42,5909.0,59841300.0,59841300.0,239.37
PSN,10.0,1.07,9.32,13.11,,40000000.0,40000000.0,400.0
PSP,7.5,0.76,10.46,11.65,17484.0,22500000.0,40000000.0,316.0
PSW,8.2,0.48,18.79,11.86,20.0,17000000.0,17000000.0,153.0
PTB,59.7,7.96,7.56,39.22,234663.0,48599441.0,46059624.0,2772.79
PTC,9.04,0.39,23.34,15.27,119.0,17999999.0,16184299.0,148.09
PTG,0.1,4.51,0.02,27.78,,4864385.0,4827875.0,0.48
PTH,11.1,1.32,8.43,14.51,,3503164.0,3503164.0,38.89
PTI,20.7,1.41,14.7,22.92,1866.0,80395709.0,80395709.0,1664.19
PTK,1.7,0.03,51.04,10.85,,21600000.0,21600000.0,36.72
PTL,5.69,0.1,57.86,7.31,11251.0,100000000.0,98865080.0,554.63
PTM,4.3,0.92,3.8,8.87,1823.0,4200000.0,4200000.0,14.7
PTO,1.6,1.27,1.26,14.92,10.0,1200000.0,1200000.0,1.92
PTP,10.8,1.14,9.45,20.83,2.0,6800000.0,6671367.0,72.05
PTS,6.9,1.63,4.36,16.33,7441.0,5568000.0,5568000.0,39.53
PTT,4.1,0.74,5.43,11.27,402.0,10000000.0,10000000.0,40.0
PTV,4.3,0.33,12.85,10.73,93.0,20000000.0,20000000.0,86.0
PTX,0.2,1.24,0.16,13.12,,5847685.0,5847685.0,1.17
PV2,2.6,0.1,25.94,6.41,3840.0,37350000.0,36868800.0,95.86
PVB,16.8,7.3,2.3,22.95,351666.0,21599998.0,21599998.0,362.88
PVC,6.6,0.16,43.03,15.04,381642.0,50000000.0,47500000.0,323.0
PVD,13.65,0.63,22.53,32.77,8317284.0,421544970.0,421129789.0,5980.04
PVE,1.6,0.02,90.78,11.77,17511.0,25000000.0,25000000.0,40.0
PVI,30.4,3.11,9.87,30.04,36669.0,234241867.0,223518567.0,6862.02
PVM,18.2,1.11,16.78,12.5,55155.0,38638600.0,38638600.0,718.68
PVO,3.3,0.06,61.5,11.27,11777.0,8900000.0,8900000.0,31.15
PVP,10.0,2.13,4.88,14.49,204832.0,94275028.0,94275028.0,980.46
PVS,15.7,1.37,11.66,26.19,7858323.0,477966290.0,477966290.0,7647.46
PVT,13.4,1.99,6.74,16.63,3286479.0,281440162.0,323651228.0,4336.93
PWA,12.3,4.31,2.85,12.17,222455.0,10000000.0,10000000.0,123.0
PWS,12.0,0.44,27.54,10.99,,38398179.0,38398179.0,460.78
PXL,9.7,0.11,85.34,9.8,323991.0,82722212.0,82574412.0,809.23
PYU,22.5,0.55,41.14,21.4,20.0,2073985.0,2073985.0,46.66
QBR,10.1,2.0,5.05,12.3,100.0,1760500.0,1760500.0,17.78
QCC,9.0,0.84,10.75,16.73,,1500000.0,1329700.0,11.97
QCG,7.17,0.11,68.22,14.62,896542.0,275129310.0,275129141.0,1994.69
QHD,26.8,5.69,4.85,18.03,780.0,5524716.0,5524716.0,152.48
QHW,16.6,3.57,4.65,18.8,370.0,8000000.0,7979400.0,132.46
QLD,4.7,0.37,12.57,10.82,,1207400.0,1207400.0,5.67
QLT,9.1,3.6,2.53,15.78,,1500000.0,1500000.0,13.65
QNC,4.9,3.05,1.67,4.93,13956.0,38721909.0,38653909.0,197.13
QNS,38.0,3.2,11.96,17.43,315623.0,356939955.0,356939955.0,13670.8
QNU,17.7,0.33,53.91,10.58,,6800000.0,6800000.0,120.36
QNW,8.6,0.4,21.69,11.14,,34509012.0,20000000.0,172.0
QPH,20.0,2.3,8.26,14.5,840.0,18583100.0,18583100.0,353.08
QSP,18.0,2.34,7.71,14.83,60.0,10792275.0,10792275.0,194.26
QST,11.0,1.88,6.44,5.7,20.0,1620000.0,3240000.0,39.2
QTC,15.1,1.75,8.61,17.07,3831.0,2700000.0,2700000.0,40.77
QTP,10.8,0.77,14.2,10.54,80047.0,450000000.0,450000000.0,4950.0
RAL,133.0,14.93,8.76,82.69,13405.0,11500000.0,11500000.0,1504.2
RAT,11.3,1.17,9.7,13.16,40.0,5221841.0,5221841.0,59.01
RCC,25.4,3.49,7.27,15.94,,15457383.0,15457383.0,392.62
RCD,6.7,0.13,50.05,19.99,1660.0,5300062.0,4849832.0,32.49
RCL,18.3,1.26,15.2,22.11,119161.0,12598930.0,12598930.0,241.9
RDP,7.82,1.51,5.23,14.07,14785.0,37336716.0,41069921.0,324.04
REE,47.5,4.6,10.29,34.99,478670.0,310058841.0,310050926.0,14665.41
REM,1.6,inf,,17.48,,1148600.0,1148600.0,1.84
RHC,19.6,inf,,15.45,5070.0,5120000.0,5120000.0,101.38
RHN,9.2,0.06,153.29,10.17,,1509900.0,1509900.0,13.89
RLC,10.0,0.06,162.67,10.25,,1138689.0,1138689.0,11.39
RTB,12.4,1.24,10.11,14.88,450.0,87945000.0,87945000.0,1099.31
RTH,6.3,1.37,4.61,11.69,1400.0,2085900.0,2085900.0,13.14
RTS,19.9,4.71,4.22,16.41,161.0,1083333.0,1083333.0,21.56
S33,25.5,3.74,6.82,34.05,60.0,8331409.0,8331409.0,212.45
S4A,27.75,1.7,16.23,11.09,2202.0,42200000.0,42200000.0,1166.83
S55,25.0,1.73,15.04,44.38,10503.0,10000000.0,10000000.0,260.0
S64,6.0,inf,,24.52,3500.0,2000000.0,2000000.0,12.6
S74,4.2,0.06,75.74,18.11,528.0,6480000.0,6480000.0,27.22
S91,12.0,inf,,14.47,12576.0,2940000.0,2940000.0,37.63
S99,17.4,1.63,10.93,14.1,39736.0,52426723.0,52426723.0,933.2
SAB,199.0,6.65,29.93,30.88,86781.0,641281186.0,641281186.0,127679.08
SAC,9.2,1.71,5.38,18.17,5691.0,4050000.0,4050000.0,37.26
SAF,50.0,4.56,11.09,14.08,112.0,10055789.0,10055789.0,508.82
SAL,8.2,0.51,16.01,10.59,,8310000.0,8310000.0,68.14
SAM,9.88,0.4,25.23,10.64,71812.0,256504540.0,256504540.0,2559.92
SAP,17.2,0.46,37.25,6.16,10.0,1286984.0,1286984.0,22.14
SAS,27.4,1.08,25.43,11.1,4933.0,133481310.0,133451910.0,3669.93
SAV,17.4,2.09,8.34,19.88,73010.0,14599855.0,14204085.0,247.15
SB1,7.4,0.43,17.39,13.43,1180.0,10500000.0,10500000.0,77.7
SBA,14.9,1.18,12.75,13.53,51916.0,60488261.0,60285171.0,907.29
SBC,17.5,inf,,29.35,,8000000.0,8000000.0,
SBD,10.0,1.39,7.21,11.45,3895.0,10600094.0,11500000.0,115.0
SBH,31.0,2.39,12.95,16.82,82.0,124225000.0,124225000.0,3850.98
SBL,12.6,0.64,19.6,15.72,3286.0,12012000.0,12012000.0,151.35
SBM,26.0,1.2,21.62,12.66,,39000000.0,39000000.0,1014.0
SBT,19.6,0.74,26.58,12.37,3648399.0,586740552.0,608352785.0,12045.39
SBV,12.45,2.72,4.59,17.27,68516.0,27366476.0,27383976.0,342.3
SC5,19.5,2.18,8.9,23.1,614.0,14984550.0,14983499.0,291.43
SCD,24.1,0.64,37.28,22.77,3949.0,8500000.0,8477640.0,203.46
SCH,12.7,1.73,7.32,10.58,,15000000.0,15000000.0,190.5
SCI,73.4,7.99,9.27,24.17,7930.0,12099968.0,12099968.0,895.4
SCJ,2.6,0.27,9.54,12.2,8159.0,37839000.0,37839000.0,98.38
SCL,7.9,1.18,6.42,12.1,39877.0,13889973.0,13889973.0,105.56
SCO,3.0,0.38,7.94,-23.03,,4200000.0,4200000.0,12.6
SCR,7.43,0.19,40.61,12.49,4994060.0,366356303.0,366356303.0,2872.23
SCS,125.0,9.41,13.23,21.05,28140.0,49832000.0,50212000.0,6251.39
SCY,13.0,0.39,32.99,13.52,,61968926.0,61968926.0,805.6
SD4,3.9,0.63,5.85,17.45,1883.0,10300000.0,10300000.0,38.11
SD5,6.4,0.98,6.53,18.34,74693.0,25999848.0,25999848.0,166.4
SD6,2.6,0.07,38.35,13.16,68911.0,34771611.0,34771611.0,93.88
SD7,3.2,0.16,20.32,11.49,5850.0,10600000.0,10600000.0,33.92
SD9,6.7,0.38,17.74,19.13,12145.0,34234000.0,34234000.0,232.79
SDB,2.2,0.13,16.92,-0.7,,11000000.0,11000000.0,24.2
SDC,10.6,0.72,14.73,20.09,192.0,2609710.0,2609710.0,27.66
SDD,2.1,0.9,2.34,9.18,12532.0,16007685.0,16007685.0,33.62
SDG,28.0,7.51,4.1,36.3,1327.0,7439997.0,7139997.0,219.91
SDI,114.0,11.33,10.15,76.46,46831.0,119995800.0,119995800.0,13799.52
SDJ,5.7,0.0,1675.64,2.74,,4343700.0,4343700.0,24.76
SDK,28.8,3.69,8.13,16.37,410.0,2600000.0,2600000.0,78.0
SDN,32.6,4.41,6.66,25.51,160.0,1518218.0,1518218.0,44.64
SDS,4.4,inf,,12.12,440.0,2800000.0,2436300.0,9.99
SDT,4.5,0.45,10.04,20.66,154515.0,42732311.0,42732355.0,192.3
SDU,6.8,0.19,35.36,17.56,100.0,20000000.0,20000000.0,136.0
SDV,27.2,4.26,6.38,22.32,10.0,5000000.0,5000000.0,136.0
SDY,4.5,1.59,2.83,-1.2,,4500000.0,4500000.0,20.25
SEA,26.6,2.49,10.62,21.67,34858.0,125000000.0,125000000.0,3312.5
SEB,36.1,3.01,11.78,11.25,6900.0,31999969.0,31999969.0,1136.0
SEC,12.4,0.85,14.66,12.53,213956.0,38999876.0,38999876.0,483.6
SED,16.0,3.61,4.48,26.22,3590.0,10000000.0,9271800.0,150.2
SEL,11.5,inf,,14.48,20330.0,4850000.0,5000000.0,61.0
SEP,12.8,2.39,5.37,12.52,,8400000.0,8400000.0,107.52
SFC,23.0,2.03,11.4,16.46,471.0,11291459.0,11234819.0,259.52
SFG,7.24,0.05,140.16,11.68,27292.0,47897333.0,47897333.0,346.78
SFI,30.7,4.7,6.78,34.46,14105.0,15085305.0,13355293.0,425.37
SFN,23.0,4.45,4.72,20.89,746.0,3000000.0,2864150.0,60.15
SFT,3.0,0.04,74.86,8.99,,3000000.0,3000000.0,9.0
SGC,97.7,4.88,20.03,15.56,109.0,7147580.0,7147580.0,698.32
SGD,8.7,0.81,10.87,13.94,715.0,4137000.0,4043000.0,35.58
SGH,36.7,0.62,59.09,13.42,91.0,12364100.0,12364100.0,453.76
SGN,70.1,5.52,12.74,24.53,12886.0,33581691.0,33533591.0,2357.41
SGP,11.4,0.61,18.76,9.26,92248.0,216294961.0,216278461.0,2487.2
SGR,20.0,3.22,6.15,12.92,36656.0,60000000.0,59999989.0,1188.0
SGS,16.0,2.05,8.28,12.91,140.0,14420000.0,14420000.0,245.14
SHA,4.2,0.86,5.55,12.29,26748.0,31853976.0,31853976.0,135.38
SHC,8.6,1.39,6.21,13.03,519.0,4309550.0,4309550.0,37.06
SHE,17.5,3.81,4.6,16.14,1211.0,6574998.0,6574998.0,115.06
SHI,8.94,0.68,13.16,11.01,563722.0,91425927.0,95445533.0,849.47
SHN,7.1,1.02,7.67,12.69,7630.0,129607147.0,129607147.0,1010.94
SHP,23.3,0.86,26.61,11.27,5081.0,93710200.0,93710200.0,2155.33
SHS,16.3,2.13,7.75,13.67,4311750.0,207268201.0,207268201.0,3419.93
SHV,12.0,4.19,2.86,21.61,,6263720.0,6263720.0,75.16
SHX,12.0,0.28,42.76,17.38,,1720000.0,1720000.0,20.64
SIC,12.0,1.65,7.45,13.08,2089.0,23999270.0,23999264.0,295.19
SID,13.0,0.59,21.75,22.12,12296.0,100000000.0,100000000.0,1290.0
SIG,3.0,0.04,71.35,16.67,370.0,10000000.0,10000000.0,30.0
SIP,161.5,8.88,19.15,27.05,1472111.0,79405357.0,79405357.0,13498.91
SIV,42.8,8.77,4.88,56.49,10.0,3012374.0,3012374.0,128.93
SJ1,21.4,0.85,25.22,13.18,352.0,22156060.0,22155050.0,474.12
SJD,16.8,1.67,10.09,12.38,122148.0,68998620.0,68998620.0,1162.63
SJE,18.9,2.14,8.77,28.66,15254.0,18310001.0,21971826.0,413.07
SJG,5.5,0.1,54.22,11.35,660.0,449537112.0,450000000.0,2520.0
SJM,2.8,0.34,8.18,1.27,3680.0,5000000.0,5000000.0,14.0
SJS,26.0,0.96,27.22,18.56,161195.0,114855540.0,113897480.0,2984.11
SKG,10.95,0.43,25.63,13.76,386542.0,63331735.0,63331735.0,693.48
SKH,20.0,11.7,1.7,48.93,35923.0,16126740.0,7951640.0,158.24
SKN,5.0,0.77,6.46,10.26,782.0,5000000.0,5000000.0,25.0
SKS,9.0,inf,,14.16,6018.0,4500000.0,4500000.0,44.1
SKV,21.2,3.48,6.1,12.9,2598.0,23000000.0,23000000.0,487.6
SLC,10.8,0.72,14.68,10.12,1627.0,9200000.0,9200000.0,96.6
SLS,66.0,19.98,4.02,59.03,18395.0,9791945.0,9791945.0,656.06
SMA,8.7,0.35,24.18,10.74,1087.0,19021499.0,19021499.0,160.73
SMB,43.0,5.28,8.14,18.44,37660.0,29846648.0,29846648.0,1283.41
SMC,15.5,2.39,6.87,22.98,225957.0,60994691.0,60922941.0,999.14
SMN,9.7,1.81,5.36,16.32,530.0,4405000.0,4405000.0,42.73
SMT,7.9,0.54,14.58,11.55,10.0,5467432.0,5467432.0,43.19
SNC,15.0,2.74,5.47,18.02,10.0,5000000.0,5000000.0,75.0
SNZ,31.7,2.26,14.09,13.82,44153.0,376500000.0,376491800.0,12010.09
SON,12.0,0.01,985.77,8.91,,9729930.0,9729930.0,116.76
SOV,32.0,2.75,11.63,12.55,20.0,1914900.0,1914900.0,61.28
SP2,10.0,3.28,3.05,-3.88,130.0,15246000.0,15123000.0,151.23
SPA,9.2,2.5,3.68,16.0,,8500000.0,8500000.0,78.2
SPB,10.2,1.29,13.28,19.27,1.0,9500000.0,9500000.0,96.9
SPC,20.4,3.68,5.55,21.88,,10530000.0,10530000.0,214.81
SPD,9.3,0.11,80.67,11.36,158380.0,12000000.0,12000000.0,108.0
SPH,5.0,1.34,3.73,11.81,,10000000.0,10000000.0,50.0
SPM,13.15,0.59,21.8,55.26,5433.0,14000000.0,13770000.0,178.32
SPV,14.4,0.76,19.75,12.74,2780.0,10800000.0,10800000.0,162.0
SRA,10.4,2.7,6.17,21.0,481434.0,18000000.0,25199974.0,262.08
SRC,19.0,2.34,8.35,14.24,80032.0,28065765.0,28063368.0,547.24
SRF,13.6,0.83,16.35,14.17,5183.0,32495397.0,30715397.0,417.73
SSC,49.55,3.82,12.96,25.4,2387.0,14992367.0,13271785.0,657.62
SSG,2.2,0.42,5.23,1.38,,5000000.0,4981190.0,10.96
SSI,25.5,1.85,13.57,15.7,10727101.0,520063684.0,600936354.0,15053.46
SSM,4.5,1.53,3.0,13.86,454.0,5501024.0,4947477.0,22.76
SSU,3.9,0.47,8.26,10.88,,2500000.0,2500000.0,9.75
ST8,11.05,0.39,28.08,10.98,7948.0,25720902.0,25720902.0,280.36
STC,14.5,2.76,5.43,21.51,249.0,5665530.0,5665530.0,84.98
STG,14.5,0.66,21.78,15.4,4616.0,98253357.0,98253357.0,1414.85
STH,13.9,0.09,147.85,10.17,57410.0,19500000.0,19500000.0,269.1
STK,20.5,1.83,11.45,14.86,122098.0,70726944.0,68185294.0,1431.89
STP,7.4,1.43,4.89,17.98,1960.0,8045744.0,8022063.0,56.15
STS,26.5,5.78,4.58,35.0,,2768221.0,2744256.0,72.72
STU,7.4,5.4,1.37,39.73,,1876000.0,1876000.0,13.88
STV,14.0,1.05,13.33,17.86,,11000000.0,11000000.0,154.0
STW,1.5,0.95,1.58,9.18,,15863133.0,15863133.0,23.79
SUM,2.9,0.17,17.07,10.09,,2380000.0,2380000.0,6.9
SVC,70.5,3.45,20.75,45.92,1145.0,33320532.0,33300466.0,2380.98
SVG,5.4,0.08,70.57,10.14,90.0,29350000.0,29350000.0,158.49
SVH,6.0,0.52,11.5,6.06,,14820662.0,14820662.0,88.92
SVI,84.0,12.17,7.38,41.49,1309.0,12832437.0,12832437.0,1152.35
SVL,18.5,0.02,762.53,10.57,,3270858.0,3270858.0,60.51
SVN,1.7,0.03,52.92,10.52,40342.0,21000000.0,21000000.0,37.8
SVT,13.4,0.86,16.59,13.8,844.0,11579574.0,11579574.0,165.59
SWC,15.9,1.5,10.67,15.31,33745.0,67100000.0,67100000.0,1073.6
SZB,36.0,3.56,9.94,17.92,88282.0,30000000.0,30000000.0,1062.0
SZC,31.3,1.83,17.11,12.4,1217263.0,100000000.0,100000000.0,3130.0
SZE,14.4,1.25,11.16,11.76,59331.0,30000000.0,30000000.0,420.0
SZL,55.3,5.62,9.99,28.5,47212.0,20000000.0,18190900.0,1022.33
TA3,8.0,0.21,37.54,11.97,,2309908.0,2309908.0,18.48
TA6,6.3,1.5,4.21,13.42,4040.0,3000000.0,3000000.0,18.9
TA9,9.8,2.23,4.67,11.43,39853.0,12419787.0,12419787.0,129.17
TAC,47.9,5.96,7.93,14.36,61998.0,33879648.0,33876148.0,1602.34
TAG,27.0,0.52,51.91,9.07,,24914991.0,24798077.0,669.55
TAP,10.1,2.87,3.52,18.66,,1416700.0,1416700.0,14.31
TAR,22.1,2.57,8.62,13.32,662118.0,41999977.0,41999977.0,932.4
TAW,44.8,1.36,32.91,12.83,,5000000.0,5000000.0,224.0
TB8,9.0,1.5,5.99,14.45,,1250000.0,1250000.0,11.25
TBC,25.35,2.25,11.16,15.51,33305.0,63500000.0,63500000.0,1597.03
TBD,82.5,4.24,19.48,18.59,558.0,32486392.0,32418392.0,2674.52
TBN,10.0,1.95,5.14,12.22,,4417592.0,4373892.0,43.74
TCD,10.5,1.75,6.16,11.39,6744.0,47294590.0,47543878.0,513.47
TCH,19.1,2.75,6.95,14.26,11495221.0,362994014.0,353271564.0,6747.49
TCI,6.0,1.16,5.95,10.64,601.0,36000000.0,50400000.0,347.76
TCJ,4.0,5.55,0.72,1.38,,10000000.0,10000000.0,40.0
TCL,28.2,2.95,9.63,19.98,348432.0,30158436.0,30158436.0,858.01
TCM,48.5,4.23,11.54,24.54,913422.0,65855212.0,61967899.0,3024.03
TCO,10.5,1.01,10.41,12.01,633.0,18711000.0,16728076.0,175.64
TCR,3.72,0.36,9.61,9.37,342.0,10373190.0,45425142.0,157.63
TCS,7.6,3.55,2.22,13.68,12493.0,26846773.0,26846773.0,212.09
TCW,25.6,3.79,6.78,16.13,29085.0,19991020.0,19991020.0,513.77
TDB,35.0,3.45,10.13,11.11,,8230000.0,8230000.0,288.05
TDC,10.3,2.15,5.11,12.66,849345.0,100000000.0,100000000.0,1100.0
TDF,16.5,5.55,3.05,20.76,130.0,15000000.0,30000000.0,495.0
TDG,2.37,0.1,24.79,11.82,642551.0,16770000.0,16770000.0,39.58
TDH,8.9,0.78,11.55,15.32,4651975.0,112652767.0,112652767.0,1011.62
TDM,27.0,2.19,12.31,18.0,613435.0,100000000.0,95700000.0,2583.9
TDN,7.5,2.94,2.69,12.55,128850.0,29439097.0,29439097.0,232.57
TDP,37.5,1.69,22.72,12.77,547697.0,47999999.0,53759837.0,2069.75
TDS,12.4,2.01,6.31,21.59,4746.0,12225393.0,12225393.0,155.26
TDT,13.3,1.18,11.53,11.94,155697.0,10339387.0,13946144.0,189.67
TDW,26.9,3.27,8.22,17.75,515.0,8500000.0,8500000.0,228.65
TEC,7.0,2.2,3.19,6.89,,1660340.0,1660340.0,11.62
TEL,13.5,0.2,67.39,8.85,50.0,5000000.0,5000000.0,67.5
TET,29.9,1.07,27.93,16.78,,5702940.0,5702940.0,170.52
TFC,5.3,1.8,2.94,12.71,622.0,16829994.0,16829994.0,89.2
TGP,4.0,0.07,56.95,12.59,83.0,10000000.0,9992500.0,39.97
THB,9.8,0.01,808.93,11.82,310.0,11424570.0,11424570.0,117.67
THD,61.7,0.88,345.51,10.39,152134.0,53900000.0,350000000.0,23660.0
THG,55.1,10.59,5.21,31.21,22991.0,14519560.0,14519560.0,801.48
THI,27.1,3.53,7.88,27.98,88.0,48800000.0,44000000.0,1223.2
THN,5.4,1.15,4.68,11.22,,32995411.0,32995411.0,178.18
THP,10.1,3.83,5.84,25.84,5664.0,21611185.0,21611185.0,220.43
THR,69.5,1.73,40.29,12.46,,1688860.0,1688860.0,117.38
THS,7.2,1.18,6.09,14.0,,3000000.0,2700000.0,19.44
THT,7.7,2.4,3.29,13.87,18373.0,24569052.0,24569052.0,194.1
THU,8.0,0.99,8.04,9.61,1480.0,3297790.0,3297790.0,26.38
THW,11.5,0.86,13.33,11.02,,5000000.0,4998000.0,57.48
TIC,14.0,1.74,8.01,10.78,14310.0,24656988.0,22282985.0,310.85
TID,16.0,0.47,33.01,9.05,1410.0,200000000.0,200000000.0,3100.0
TIG,6.1,1.24,5.57,12.09,1065389.0,82650277.0,90915304.0,572.77
TIP,34.9,3.44,10.33,20.74,103092.0,26003143.0,26003143.0,924.41
TIS,10.3,0.05,193.1,6.76,752.0,184000000.0,284000000.0,2896.8
TIX,27.55,2.89,10.17,25.72,839.0,30000000.0,30000000.0,882.0
